transaction_id,date,category,description,amount,payment_method,month,day_of_week,day_type
TXN100046,2026-01-03,Groceries,Vegetables,85.24,Credit Card,2026-01,Saturday,Weekend
TXN100595,2026-01-03,Personal Care,Salon,39.15,Debit Card,2026-01,Saturday,Weekend
TXN100777,2026-01-05,Transportation,Fuel,5.39,Cash,2026-01,Monday,Weekday
TXN100884,2026-01-05,Entertainment,Games,40.67,Cash,2026-01,Monday,Weekday
TXN100611,2026-01-06,Transportation,Metro,22.59,Net Banking,2026-01,Tuesday,Weekday
TXN100881,2026-01-06,Transportation,Fuel,3.83,Debit Card,2026-01,Tuesday,Weekday
TXN100683,2026-01-06,Groceries,Supermarket,61.41,UPI,2026-01,Tuesday,Weekday
TXN100569,2026-01-06,Transportation,Fuel,26.26,UPI,2026-01,Tuesday,Weekday
TXN100307,2026-01-07,Groceries,Vegetables,92.9,Net Banking,2026-01,Wednesday,Weekday
TXN100474,2026-01-07,Shopping,Clothing,61.52,Debit Card,2026-01,Wednesday,Weekday
TXN100026,2026-01-07,Food & Dining,Coffee,26.46,Cash,2026-01,Wednesday,Weekday
TXN100625,2026-01-08,Transportation,Fuel,2.0,Net Banking,2026-01,Thursday,Weekday
TXN100507,2026-01-08,Groceries,Supermarket,34.59,UPI,2026-01,Thursday,Weekday
TXN100579,2026-01-08,Entertainment,Movie,47.59,Credit Card,2026-01,Thursday,Weekday
TXN100927,2026-01-09,Travel,Train,162.8,Cash,2026-01,Friday,Weekday
TXN100326,2026-01-09,Bills & Utilities,Electricity,120.14,UPI,2026-01,Friday,Weekday
TXN100585,2026-01-10,Transportation,Metro,15.82,Debit Card,2026-01,Saturday,Weekend
TXN100142,2026-01-10,Entertainment,Movie,18.54,Credit Card,2026-01,Saturday,Weekend
TXN100537,2026-01-10,Healthcare,Lab test,134.87,UPI,2026-01,Saturday,Weekend
TXN100636,2026-01-11,Healthcare,Lab test,62.38,Net Banking,2026-01,Sunday,Weekend
TXN100774,2026-01-11,Food & Dining,Fast food,29.37,Credit Card,2026-01,Sunday,Weekend
TXN100416,2026-01-11,Entertainment,Streaming,42.02,UPI,2026-01,Sunday,Weekend
TXN100756,2026-01-11,Food & Dining,Lunch,29.0,UPI,2026-01,Sunday,Weekend
TXN100210,2026-01-12,Entertainment,Games,45.82,Debit Card,2026-01,Monday,Weekday
TXN100432,2026-01-12,Groceries,Dairy,130.39,Credit Card,2026-01,Monday,Weekday
TXN100527,2026-01-12,Food & Dining,Restaurant,42.37,Credit Card,2026-01,Monday,Weekday
TXN100403,2026-01-13,Personal Care,Gym,14.37,Net Banking,2026-01,Tuesday,Weekday
TXN100621,2026-01-13,Personal Care,Gym,2.0,Net Banking,2026-01,Tuesday,Weekday
TXN100315,2026-01-13,Food & Dining,Coffee,11.24,UPI,2026-01,Tuesday,Weekday
TXN100082,2026-01-14,Transportation,Uber,18.57,Net Banking,2026-01,Wednesday,Weekday
TXN100622,2026-01-15,Food & Dining,Restaurant,32.31,Cash,2026-01,Thursday,Weekday
TXN100428,2026-01-15,Food & Dining,Restaurant,34.27,Net Banking,2026-01,Thursday,Weekday
TXN100055,2026-01-15,Transportation,Uber,4.44,Credit Card,2026-01,Thursday,Weekday
TXN100619,2026-01-16,Food & Dining,Fast food,3.05,Net Banking,2026-01,Friday,Weekday
TXN100206,2026-01-16,Food & Dining,Lunch,28.84,Debit Card,2026-01,Friday,Weekday
TXN100478,2026-01-16,Shopping,Clothing,73.7,UPI,2026-01,Friday,Weekday
TXN100070,2026-01-16,Food & Dining,Restaurant,51.72,Credit Card,2026-01,Friday,Weekday
TXN100167,2026-01-17,Healthcare,Lab test,114.12,Credit Card,2026-01,Saturday,Weekend
TXN100713,2026-01-17,Entertainment,Streaming,55.61,Debit Card,2026-01,Saturday,Weekend
TXN100338,2026-01-17,Shopping,Shoes,113.01,Debit Card,2026-01,Saturday,Weekend
TXN100559,2026-01-19,Shopping,Shoes,46.44,Cash,2026-01,Monday,Weekday
TXN100739,2026-01-19,Education,Books,133.67,Credit Card,2026-01,Monday,Weekday
TXN100045,2026-01-19,Travel,Train,394.34,Net Banking,2026-01,Monday,Weekday
TXN100259,2026-01-19,Food & Dining,Coffee,39.65,Net Banking,2026-01,Monday,Weekday
TXN100339,2026-01-20,Healthcare,Doctor,115.32,Credit Card,2026-01,Tuesday,Weekday
TXN100028,2026-01-20,Healthcare,Doctor,69.31,Debit Card,2026-01,Tuesday,Weekday
TXN100281,2026-01-21,Healthcare,Pharmacy,73.13,Cash,2026-01,Wednesday,Weekday
TXN100095,2026-01-21,Food & Dining,Restaurant,19.25,Cash,2026-01,Wednesday,Weekday
TXN100848,2026-01-21,Food & Dining,Coffee,28.81,Credit Card,2026-01,Wednesday,Weekday
TXN100923,2026-01-21,Shopping,Electronics,125.14,Debit Card,2026-01,Wednesday,Weekday
TXN100702,2026-01-21,Transportation,Uber,12.83,Credit Card,2026-01,Wednesday,Weekday
TXN100520,2026-01-21,Groceries,Dairy,63.14,UPI,2026-01,Wednesday,Weekday
TXN100951,2026-01-22,Food & Dining,Fast food,7.88,UPI,2026-01,Thursday,Weekday
TXN100898,2026-01-22,Food & Dining,Fast food,21.65,Debit Card,2026-01,Thursday,Weekday
TXN100243,2026-01-22,Food & Dining,Restaurant,27.47,Cash,2026-01,Thursday,Weekday
TXN100845,2026-01-24,Groceries,Dairy,72.32,Cash,2026-01,Saturday,Weekend
TXN100893,2026-01-24,Food & Dining,Restaurant,24.32,Cash,2026-01,Saturday,Weekend
TXN100064,2026-01-24,Healthcare,Pharmacy,65.23,UPI,2026-01,Saturday,Weekend
TXN100525,2026-01-25,Groceries,Supermarket,92.92,Debit Card,2026-01,Sunday,Weekend
TXN100312,2026-01-25,Transportation,Fuel,5.62,Credit Card,2026-01,Sunday,Weekend
TXN100034,2026-01-25,Food & Dining,Lunch,39.13,Debit Card,2026-01,Sunday,Weekend
TXN100704,2026-01-26,Food & Dining,Fast food,40.32,UPI,2026-01,Monday,Weekday
TXN100789,2026-01-26,Food & Dining,Coffee,32.02,Debit Card,2026-01,Monday,Weekday
TXN100040,2026-01-27,Shopping,Clothing,79.28,Cash,2026-01,Tuesday,Weekday
TXN100841,2026-01-27,Bills & Utilities,Phone,80.81,Credit Card,2026-01,Tuesday,Weekday
TXN100016,2026-01-28,Food & Dining,Restaurant,40.46,Debit Card,2026-01,Wednesday,Weekday
TXN100692,2026-01-28,Transportation,Fuel,16.0,Credit Card,2026-01,Wednesday,Weekday
TXN100734,2026-01-28,Groceries,Vegetables,75.62,Credit Card,2026-01,Wednesday,Weekday
TXN100909,2026-01-28,Shopping,Clothing,88.22,UPI,2026-01,Wednesday,Weekday
TXN100864,2026-01-29,Food & Dining,Lunch,61.44,Net Banking,2026-01,Thursday,Weekday
TXN100373,2026-01-29,Bills & Utilities,Phone,80.34,Credit Card,2026-01,Thursday,Weekday
TXN100225,2026-01-30,Bills & Utilities,Internet,145.05,UPI,2026-01,Friday,Weekday
TXN100785,2026-01-30,Food & Dining,Coffee,8.54,Net Banking,2026-01,Friday,Weekday
TXN100496,2026-01-31,Bills & Utilities,Electricity,101.86,Net Banking,2026-01,Saturday,Weekend
TXN100593,2026-01-31,Travel,Flight,435.39,Credit Card,2026-01,Saturday,Weekend
TXN100149,2026-02-01,Food & Dining,Coffee,64.08,UPI,2026-02,Sunday,Weekend
TXN100468,2026-02-01,Miscellaneous,Donation,2.0,Debit Card,2026-02,Sunday,Weekend
TXN100393,2026-02-01,Shopping,Electronics,80.87,Debit Card,2026-02,Sunday,Weekend
TXN100116,2026-02-01,Miscellaneous,Gift,67.91,UPI,2026-02,Sunday,Weekend
TXN100147,2026-02-02,Miscellaneous,Donation,52.7,Credit Card,2026-02,Monday,Weekday
TXN100589,2026-02-02,Shopping,Clothing,38.81,Credit Card,2026-02,Monday,Weekday
TXN100591,2026-02-03,Rent,Monthly rent,792.66,Debit Card,2026-02,Tuesday,Weekday
TXN100724,2026-02-04,Shopping,Electronics,108.26,UPI,2026-02,Wednesday,Weekday
TXN100696,2026-02-05,Food & Dining,Restaurant,17.88,UPI,2026-02,Thursday,Weekday
TXN100583,2026-02-06,Groceries,Dairy,70.68,UPI,2026-02,Friday,Weekday
TXN100680,2026-02-06,Travel,Train,273.19,Debit Card,2026-02,Friday,Weekday
TXN100880,2026-02-06,Shopping,Electronics,88.51,Cash,2026-02,Friday,Weekday
TXN100153,2026-02-06,Miscellaneous,Gift,19.81,Debit Card,2026-02,Friday,Weekday
TXN100804,2026-02-07,Transportation,Metro,2.67,Net Banking,2026-02,Saturday,Weekend
TXN100851,2026-02-07,Entertainment,Games,38.99,Credit Card,2026-02,Saturday,Weekend
TXN100400,2026-02-08,Shopping,Shoes,58.53,Debit Card,2026-02,Sunday,Weekend
TXN100099,2026-02-09,Shopping,Electronics,13.12,Cash,2026-02,Monday,Weekday
TXN100618,2026-02-09,Food & Dining,Fast food,77.44,Credit Card,2026-02,Monday,Weekday
TXN100444,2026-02-10,Entertainment,Movie,12.79,Debit Card,2026-02,Tuesday,Weekday
TXN100900,2026-02-10,Food & Dining,Restaurant,28.03,UPI,2026-02,Tuesday,Weekday
TXN100062,2026-02-10,Travel,Hotel,69.49,Credit Card,2026-02,Tuesday,Weekday
TXN100324,2026-02-11,Bills & Utilities,Electricity,70.43,Debit Card,2026-02,Wednesday,Weekday
TXN100443,2026-02-11,Travel,Flight,121.77,Cash,2026-02,Wednesday,Weekday
TXN100363,2026-02-11,Miscellaneous,Gift,92.32,Credit Card,2026-02,Wednesday,Weekday
TXN100220,2026-02-11,Bills & Utilities,Internet,127.25,Debit Card,2026-02,Wednesday,Weekday
TXN100091,2026-02-12,Entertainment,Movie,11.07,Net Banking,2026-02,Thursday,Weekday
TXN100068,2026-02-12,Miscellaneous,Gift,20.63,Credit Card,2026-02,Thursday,Weekday
TXN100162,2026-02-13,Travel,Train,465.88,Debit Card,2026-02,Friday,Weekday
TXN100341,2026-02-14,Entertainment,Streaming,57.4,Debit Card,2026-02,Saturday,Weekend
TXN100849,2026-02-14,Food & Dining,Coffee,25.25,Debit Card,2026-02,Saturday,Weekend
TXN100141,2026-02-14,Food & Dining,Fast food,49.69,UPI,2026-02,Saturday,Weekend
TXN100334,2026-02-14,Transportation,Metro,4.41,Credit Card,2026-02,Saturday,Weekend
TXN100714,2026-02-15,Education,Course,142.79,Credit Card,2026-02,Sunday,Weekend
TXN100652,2026-02-15,Transportation,Fuel,10.21,Credit Card,2026-02,Sunday,Weekend
TXN100628,2026-02-15,Groceries,Dairy,82.77,Cash,2026-02,Sunday,Weekend
TXN100543,2026-02-15,Shopping,Electronics,45.22,Debit Card,2026-02,Sunday,Weekend
TXN100039,2026-02-15,Transportation,Fuel,8.18,Credit Card,2026-02,Sunday,Weekend
TXN100183,2026-02-16,Shopping,Shoes,80.67,Net Banking,2026-02,Monday,Weekday
TXN100875,2026-02-16,Bills & Utilities,Internet,94.93,Credit Card,2026-02,Monday,Weekday
TXN100965,2026-02-16,Food & Dining,Fast food,2.0,Credit Card,2026-02,Monday,Weekday
TXN100358,2026-02-17,Food & Dining,Lunch,37.2,Cash,2026-02,Tuesday,Weekday
TXN100638,2026-02-17,Food & Dining,Coffee,5.65,UPI,2026-02,Tuesday,Weekday
TXN100209,2026-02-17,Healthcare,Lab test,101.91,Credit Card,2026-02,Tuesday,Weekday
TXN100750,2026-02-17,Miscellaneous,Donation,57.96,Debit Card,2026-02,Tuesday,Weekday
TXN100581,2026-02-17,Bills & Utilities,Internet,90.63,Credit Card,2026-02,Tuesday,Weekday
TXN100817,2026-02-17,Shopping,Clothing,22.12,UPI,2026-02,Tuesday,Weekday
TXN100343,2026-02-18,Food & Dining,Fast food,19.59,Credit Card,2026-02,Wednesday,Weekday
TXN100290,2026-02-18,Transportation,Metro,10.1,Credit Card,2026-02,Wednesday,Weekday
TXN100353,2026-02-18,Groceries,Supermarket,92.57,Credit Card,2026-02,Wednesday,Weekday
TXN100853,2026-02-18,Entertainment,Games,41.04,Debit Card,2026-02,Wednesday,Weekday
TXN100949,2026-02-18,Food & Dining,Fast food,5.86,UPI,2026-02,Wednesday,Weekday
TXN100687,2026-02-18,Entertainment,Streaming,38.68,Cash,2026-02,Wednesday,Weekday
TXN100085,2026-02-19,Personal Care,Salon,15.59,Credit Card,2026-02,Thursday,Weekday
TXN100041,2026-02-19,Groceries,Vegetables,107.79,Credit Card,2026-02,Thursday,Weekday
TXN100438,2026-02-20,Shopping,Electronics,21.84,Credit Card,2026-02,Friday,Weekday
TXN100233,2026-02-21,Transportation,Uber,10.48,Net Banking,2026-02,Saturday,Weekend
TXN100748,2026-02-21,Food & Dining,Coffee,46.21,Credit Card,2026-02,Saturday,Weekend
TXN100985,2026-02-21,Food & Dining,Lunch,26.09,Cash,2026-02,Saturday,Weekend
TXN100328,2026-02-21,Transportation,Metro,29.45,Debit Card,2026-02,Saturday,Weekend
TXN100666,2026-02-22,Groceries,Vegetables,77.5,Debit Card,2026-02,Sunday,Weekend
TXN100182,2026-02-22,Food & Dining,Lunch,12.66,Debit Card,2026-02,Sunday,Weekend
TXN100626,2026-02-22,Travel,Hotel,582.21,UPI,2026-02,Sunday,Weekend
TXN100610,2026-02-22,Food & Dining,Restaurant,42.94,Net Banking,2026-02,Sunday,Weekend
TXN100178,2026-02-22,Transportation,Fuel,23.52,Net Banking,2026-02,Sunday,Weekend
TXN100800,2026-02-23,Food & Dining,Coffee,43.32,Cash,2026-02,Monday,Weekday
TXN100761,2026-02-23,Entertainment,Games,47.45,Cash,2026-02,Monday,Weekday
TXN100333,2026-02-24,Groceries,Vegetables,50.47,Debit Card,2026-02,Tuesday,Weekday
TXN100805,2026-02-24,Groceries,Vegetables,49.9,Debit Card,2026-02,Tuesday,Weekday
TXN100165,2026-02-25,Food & Dining,Restaurant,43.71,UPI,2026-02,Wednesday,Weekday
TXN100490,2026-02-26,Shopping,Clothing,94.09,Debit Card,2026-02,Thursday,Weekday
TXN100053,2026-02-26,Miscellaneous,Gift,39.92,UPI,2026-02,Thursday,Weekday
TXN100424,2026-02-26,Healthcare,Doctor,136.7,Debit Card,2026-02,Thursday,Weekday
TXN100976,2026-02-26,Personal Care,Salon,15.09,Debit Card,2026-02,Thursday,Weekday
TXN100365,2026-02-26,Entertainment,Games,33.02,UPI,2026-02,Thursday,Weekday
TXN100844,2026-02-27,Miscellaneous,Other,38.84,Credit Card,2026-02,Friday,Weekday
TXN100335,2026-02-27,Entertainment,Movie,36.26,Debit Card,2026-02,Friday,Weekday
TXN100892,2026-02-27,Healthcare,Doctor,165.36,Debit Card,2026-02,Friday,Weekday
TXN100030,2026-02-28,Shopping,Clothing,26.74,Credit Card,2026-02,Saturday,Weekend
TXN100078,2026-02-28,Personal Care,Salon,2.05,Debit Card,2026-02,Saturday,Weekend
TXN100592,2026-02-28,Travel,Flight,434.04,Credit Card,2026-02,Saturday,Weekend
TXN100563,2026-02-28,Groceries,Vegetables,112.7,UPI,2026-02,Saturday,Weekend
TXN100962,2026-02-28,Shopping,Clothing,54.66,Cash,2026-02,Saturday,Weekend
TXN100344,2026-02-28,Groceries,Supermarket,102.03,Debit Card,2026-02,Saturday,Weekend
TXN100227,2026-03-01,Travel,Hotel,339.31,UPI,2026-03,Sunday,Weekend
TXN100181,2026-03-01,Transportation,Fuel,2.0,Credit Card,2026-03,Sunday,Weekend
TXN100446,2026-03-01,Food & Dining,Fast food,18.17,Debit Card,2026-03,Sunday,Weekend
TXN100606,2026-03-01,Food & Dining,Fast food,32.7,Credit Card,2026-03,Sunday,Weekend
TXN100931,2026-03-01,Food & Dining,Restaurant,67.74,Debit Card,2026-03,Sunday,Weekend
TXN100056,2026-03-01,Transportation,Fuel,17.14,UPI,2026-03,Sunday,Weekend
TXN100639,2026-03-02,Entertainment,Movie,2.4,Credit Card,2026-03,Monday,Weekday
TXN100557,2026-03-02,Entertainment,Streaming,47.12,Cash,2026-03,Monday,Weekday
TXN100301,2026-03-03,Bills & Utilities,Phone,64.02,Debit Card,2026-03,Tuesday,Weekday
TXN100472,2026-03-03,Food & Dining,Coffee,15.06,Debit Card,2026-03,Tuesday,Weekday
TXN100832,2026-03-03,Food & Dining,Coffee,43.0,UPI,2026-03,Tuesday,Weekday
TXN100268,2026-03-03,Food & Dining,Fast food,6.23,Debit Card,2026-03,Tuesday,Weekday
TXN100256,2026-03-03,Food & Dining,Lunch,42.8,Debit Card,2026-03,Tuesday,Weekday
TXN100554,2026-03-04,Entertainment,Streaming,30.55,Cash,2026-03,Wednesday,Weekday
TXN100302,2026-03-04,Miscellaneous,Other,8.9,Credit Card,2026-03,Wednesday,Weekday
TXN100871,2026-03-04,Shopping,Electronics,78.24,Cash,2026-03,Wednesday,Weekday
TXN100540,2026-03-04,Personal Care,Gym,45.16,UPI,2026-03,Wednesday,Weekday
TXN100194,2026-03-05,Food & Dining,Coffee,2.0,Cash,2026-03,Thursday,Weekday
TXN100205,2026-03-05,Bills & Utilities,Internet,71.08,UPI,2026-03,Thursday,Weekday
TXN100533,2026-03-05,Shopping,Clothing,2.0,Debit Card,2026-03,Thursday,Weekday
TXN100188,2026-03-06,Entertainment,Games,29.03,Net Banking,2026-03,Friday,Weekday
TXN100831,2026-03-06,Shopping,Electronics,101.54,Net Banking,2026-03,Friday,Weekday
TXN100515,2026-03-06,Healthcare,Pharmacy,111.69,Cash,2026-03,Friday,Weekday
TXN100948,2026-03-07,Groceries,Supermarket,97.21,Cash,2026-03,Saturday,Weekend
TXN100643,2026-03-07,Education,Course,229.64,Credit Card,2026-03,Saturday,Weekend
TXN100659,2026-03-07,Personal Care,Salon,64.72,UPI,2026-03,Saturday,Weekend
TXN100523,2026-03-07,Shopping,Clothing,57.0,Debit Card,2026-03,Saturday,Weekend
TXN100686,2026-03-08,Shopping,Electronics,81.53,UPI,2026-03,Sunday,Weekend
TXN100250,2026-03-08,Food & Dining,Restaurant,27.31,UPI,2026-03,Sunday,Weekend
TXN100677,2026-03-08,Bills & Utilities,Electricity,146.99,UPI,2026-03,Sunday,Weekend
TXN100633,2026-03-08,Food & Dining,Coffee,17.39,Cash,2026-03,Sunday,Weekend
TXN100080,2026-03-08,Personal Care,Salon,45.62,Debit Card,2026-03,Sunday,Weekend
TXN100047,2026-03-09,Food & Dining,Lunch,6.75,Credit Card,2026-03,Monday,Weekday
TXN100319,2026-03-09,Miscellaneous,Gift,2.21,UPI,2026-03,Monday,Weekday
TXN100132,2026-03-10,Food & Dining,Coffee,3.49,Cash,2026-03,Tuesday,Weekday
TXN100616,2026-03-11,Food & Dining,Fast food,17.65,UPI,2026-03,Wednesday,Weekday
TXN100352,2026-03-12,Bills & Utilities,Internet,203.63,Credit Card,2026-03,Thursday,Weekday
TXN100019,2026-03-12,Groceries,Dairy,67.69,Debit Card,2026-03,Thursday,Weekday
TXN100404,2026-03-12,Food & Dining,Fast food,29.61,Debit Card,2026-03,Thursday,Weekday
TXN100943,2026-03-12,Food & Dining,Fast food,18.95,Credit Card,2026-03,Thursday,Weekday
TXN100541,2026-03-13,Shopping,Electronics,19.22,Cash,2026-03,Friday,Weekday
TXN100371,2026-03-13,Groceries,Supermarket,48.45,Net Banking,2026-03,Friday,Weekday
TXN100847,2026-03-13,Bills & Utilities,Internet,210.9,Debit Card,2026-03,Friday,Weekday
TXN100337,2026-03-13,Groceries,Dairy,75.49,Cash,2026-03,Friday,Weekday
TXN100437,2026-03-14,Groceries,Supermarket,66.29,UPI,2026-03,Saturday,Weekend
TXN100681,2026-03-14,Transportation,Taxi,9.07,UPI,2026-03,Saturday,Weekend
TXN100868,2026-03-15,Rent,Monthly rent,785.47,Credit Card,2026-03,Sunday,Weekend
TXN100260,2026-03-15,Miscellaneous,Gift,16.03,Credit Card,2026-03,Sunday,Weekend
TXN100954,2026-03-15,Shopping,Clothing,127.83,Debit Card,2026-03,Sunday,Weekend
TXN100587,2026-03-15,Food & Dining,Lunch,21.76,Net Banking,2026-03,Sunday,Weekend
TXN100646,2026-03-15,Shopping,Electronics,15.22,Credit Card,2026-03,Sunday,Weekend
TXN100856,2026-03-15,Shopping,Clothing,94.09,Credit Card,2026-03,Sunday,Weekend
TXN100501,2026-03-17,Shopping,Electronics,151.13,UPI,2026-03,Tuesday,Weekday
TXN100311,2026-03-18,Transportation,Taxi,18.46,Cash,2026-03,Wednesday,Weekday
TXN100309,2026-03-19,Food & Dining,Coffee,23.79,Credit Card,2026-03,Thursday,Weekday
TXN100079,2026-03-19,Healthcare,Lab test,166.83,UPI,2026-03,Thursday,Weekday
TXN100546,2026-03-19,Travel,Train,139.92,UPI,2026-03,Thursday,Weekday
TXN100762,2026-03-19,Food & Dining,Fast food,28.8,Debit Card,2026-03,Thursday,Weekday
TXN100571,2026-03-19,Food & Dining,Coffee,34.62,Cash,2026-03,Thursday,Weekday
TXN100143,2026-03-20,Bills & Utilities,Internet,110.48,Credit Card,2026-03,Friday,Weekday
TXN100798,2026-03-20,Transportation,Metro,7.23,Cash,2026-03,Friday,Weekday
TXN100135,2026-03-20,Food & Dining,Fast food,15.69,Net Banking,2026-03,Friday,Weekday
TXN100797,2026-03-20,Shopping,Shoes,25.22,Cash,2026-03,Friday,Weekday
TXN100631,2026-03-21,Transportation,Fuel,27.13,Net Banking,2026-03,Saturday,Weekend
TXN100271,2026-03-21,Personal Care,Gym,48.95,Debit Card,2026-03,Saturday,Weekend
TXN100384,2026-03-21,Healthcare,Lab test,89.08,Credit Card,2026-03,Saturday,Weekend
TXN100753,2026-03-22,Transportation,Fuel,16.53,UPI,2026-03,Sunday,Weekend
TXN100098,2026-03-22,Entertainment,Streaming,24.92,Debit Card,2026-03,Sunday,Weekend
TXN100427,2026-03-23,Entertainment,Movie,64.55,Cash,2026-03,Monday,Weekday
TXN100381,2026-03-23,Shopping,Shoes,57.01,Credit Card,2026-03,Monday,Weekday
TXN100086,2026-03-23,Entertainment,Movie,26.84,Debit Card,2026-03,Monday,Weekday
TXN100489,2026-03-23,Groceries,Vegetables,41.81,UPI,2026-03,Monday,Weekday
TXN100947,2026-03-25,Food & Dining,Fast food,28.19,Net Banking,2026-03,Wednesday,Weekday
TXN100074,2026-03-25,Transportation,Metro,21.99,Credit Card,2026-03,Wednesday,Weekday
TXN100092,2026-03-26,Food & Dining,Fast food,6.35,Debit Card,2026-03,Thursday,Weekday
TXN100419,2026-03-26,Transportation,Uber,6.8,Debit Card,2026-03,Thursday,Weekday
TXN100740,2026-03-27,Shopping,Clothing,42.42,UPI,2026-03,Friday,Weekday
TXN100137,2026-03-27,Transportation,Fuel,6.92,Debit Card,2026-03,Friday,Weekday
TXN100970,2026-03-27,Transportation,Taxi,7.4,Cash,2026-03,Friday,Weekday
TXN100793,2026-03-27,Groceries,Supermarket,97.24,Debit Card,2026-03,Friday,Weekday
TXN100252,2026-03-28,Food & Dining,Coffee,25.29,Net Banking,2026-03,Saturday,Weekend
TXN100600,2026-03-28,Groceries,Vegetables,84.97,Cash,2026-03,Saturday,Weekend
TXN100347,2026-03-28,Healthcare,Pharmacy,65.25,Credit Card,2026-03,Saturday,Weekend
TXN100794,2026-03-29,Food & Dining,Restaurant,21.07,UPI,2026-03,Sunday,Weekend
TXN100649,2026-03-29,Food & Dining,Lunch,26.2,UPI,2026-03,Sunday,Weekend
TXN100995,2026-03-29,Transportation,Metro,15.75,Debit Card,2026-03,Sunday,Weekend
TXN100362,2026-03-30,Shopping,Shoes,90.65,UPI,2026-03,Monday,Weekday
TXN100208,2026-03-30,Shopping,Shoes,55.3,Credit Card,2026-03,Monday,Weekday
TXN100904,2026-03-30,Groceries,Vegetables,98.25,UPI,2026-03,Monday,Weekday
TXN100399,2026-03-30,Travel,Hotel,276.52,UPI,2026-03,Monday,Weekday
TXN100502,2026-03-30,Healthcare,Lab test,60.9,UPI,2026-03,Monday,Weekday
TXN100411,2026-03-31,Food & Dining,Fast food,17.56,Debit Card,2026-03,Tuesday,Weekday
TXN100992,2026-03-31,Education,Course,60.99,Cash,2026-03,Tuesday,Weekday
TXN100385,2026-03-31,Shopping,Shoes,99.8,Cash,2026-03,Tuesday,Weekday
TXN100996,2026-03-31,Food & Dining,Fast food,20.85,Net Banking,2026-03,Tuesday,Weekday
TXN100503,2026-04-01,Shopping,Shoes,109.22,Cash,2026-04,Wednesday,Weekday
TXN100506,2026-04-01,Entertainment,Games,25.0,Credit Card,2026-04,Wednesday,Weekday
TXN100123,2026-04-01,Food & Dining,Coffee,43.19,Debit Card,2026-04,Wednesday,Weekday
TXN100726,2026-04-01,Entertainment,Games,79.87,UPI,2026-04,Wednesday,Weekday
TXN100388,2026-04-01,Entertainment,Movie,69.42,Credit Card,2026-04,Wednesday,Weekday
TXN100716,2026-04-03,Food & Dining,Restaurant,20.86,UPI,2026-04,Friday,Weekday
TXN100497,2026-04-03,Transportation,Fuel,9.97,UPI,2026-04,Friday,Weekday
TXN100187,2026-04-03,Groceries,Supermarket,101.03,Credit Card,2026-04,Friday,Weekday
TXN100130,2026-04-04,Rent,Monthly rent,802.34,Debit Card,2026-04,Saturday,Weekend
TXN100488,2026-04-05,Food & Dining,Lunch,9.14,Credit Card,2026-04,Sunday,Weekend
TXN100386,2026-04-05,Education,Tuition,208.59,Credit Card,2026-04,Sunday,Weekend
TXN100457,2026-04-06,Miscellaneous,Donation,42.64,Cash,2026-04,Monday,Weekday
TXN100824,2026-04-06,Food & Dining,Lunch,47.75,Debit Card,2026-04,Monday,Weekday
TXN100449,2026-04-07,Education,Books,120.64,Credit Card,2026-04,Tuesday,Weekday
TXN100163,2026-04-07,Personal Care,Spa,4.22,UPI,2026-04,Tuesday,Weekday
TXN100219,2026-04-07,Miscellaneous,Donation,45.26,Debit Card,2026-04,Tuesday,Weekday
TXN100597,2026-04-08,Food & Dining,Coffee,15.25,UPI,2026-04,Wednesday,Weekday
TXN100822,2026-04-09,Healthcare,Doctor,82.64,Cash,2026-04,Thursday,Weekday
TXN100890,2026-04-10,Groceries,Dairy,92.99,Debit Card,2026-04,Friday,Weekday
TXN100476,2026-04-10,Bills & Utilities,Internet,108.79,Debit Card,2026-04,Friday,Weekday
TXN100213,2026-04-10,Entertainment,Movie,29.39,Credit Card,2026-04,Friday,Weekday
TXN100492,2026-04-10,Personal Care,Salon,59.5,Cash,2026-04,Friday,Weekday
TXN100421,2026-04-11,Groceries,Supermarket,53.75,Credit Card,2026-04,Saturday,Weekend
TXN100407,2026-04-12,Transportation,Taxi,30.99,Net Banking,2026-04,Sunday,Weekend
TXN100035,2026-04-12,Transportation,Uber,14.93,UPI,2026-04,Sunday,Weekend
TXN100545,2026-04-12,Personal Care,Spa,59.14,Debit Card,2026-04,Sunday,Weekend
TXN100751,2026-04-12,Personal Care,Salon,50.99,Debit Card,2026-04,Sunday,Weekend
TXN100306,2026-04-13,Shopping,Shoes,75.28,UPI,2026-04,Monday,Weekday
TXN100737,2026-04-13,Food & Dining,Lunch,33.73,Cash,2026-04,Monday,Weekday
TXN100551,2026-04-13,Healthcare,Lab test,154.77,Credit Card,2026-04,Monday,Weekday
TXN100911,2026-04-13,Groceries,Supermarket,51.86,UPI,2026-04,Monday,Weekday
TXN100283,2026-04-13,Rent,Monthly rent,806.92,UPI,2026-04,Monday,Weekday
TXN100440,2026-04-14,Transportation,Fuel,16.74,Cash,2026-04,Tuesday,Weekday
TXN100367,2026-04-15,Miscellaneous,Donation,21.17,UPI,2026-04,Wednesday,Weekday
TXN100899,2026-04-15,Entertainment,Movie,45.87,Debit Card,2026-04,Wednesday,Weekday
TXN100720,2026-04-15,Transportation,Fuel,13.13,Credit Card,2026-04,Wednesday,Weekday
TXN100858,2026-04-15,Entertainment,Games,13.52,Cash,2026-04,Wednesday,Weekday
